微博id,微博正文,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ha4yniZ1q,新的一年，是@碧欧泉Biotherm 男士水动力系列陪伴我的第十一年，有它为肌肤加满保湿动力，#新肌新我一瓶释放#，也希望新的一年更加努力，把更好的作品送给你们。#新年你够新吗#现在前往碧欧泉天猫旗舰店法国碧欧泉男士水动力护肤品套装 洁面爽肤水保湿乳 清洁补水滋润就能get我的同款年货，以够新的自己迎接新一年！  原图 ,无,2019-01-02 13:34,无,218452,421251,102948
H9Vzkf1o4,2018年休息了八天 希望2019年能够休息七天 祝大家新年快乐 休息日比我的十倍还要多  ,无,2019-01-01 14:42,无,501355,774997,159486
H9POA0BxM,找对丢 到对走 自己对苍穹 艺德仁义 看玉珏圆缺兴废荣辱 探岁月实虚新对溃年对岁 快乐对伤悲大道至简 求沧海一粟家和纷繁 容宇宙万物  原图 ,无,2019-01-01 00:03,无,559724,855418,177824
H8HCBEb7r,2019 一起加油 努力努力xxxx的美拍  ,无,2018-12-24 13:21,无,310829,1000000,374704
H8CnmnKel,"转发理由:在这个冬日 多陪伴身边的家人朋友 希望你们喜欢这份礼物  
原始用户: 张艺兴工作室
转发内容: #张艺兴冬日温暖大餐# 老板#张艺兴[超话]# 的冬日特别单曲《When It’s Christmas》全球上线[音乐]这首由#制作人张艺兴#担当主要编曲作曲制作，并在24小时内创作完毕的歌曲是献给各位Xback的冬日暖心礼物伴随着优美的钢琴旋律，聆听着轻快的口哨声，和家人朋友们围坐在炉火旁，于寒冬时节尽情享受这份浪漫与温馨QQ音乐 When It's Christmas酷狗音乐 张艺兴when it's Christmas酷我音乐 http://t.cn/E4j8rXK网易云音乐 http://t.cn/E4j8rXM虾米音乐 http://t.cn/E4j8rXo         [组图共2张]      原图                     ",无,2018-12-24 00:00,无,227047,535153,230545
H8sVBv2JW,在冬至 有火锅 有音乐 有朋友 大家冬至快乐 #即刻电音#  [组图共2张] 原图 ,无,2018-12-22 23:57,无,383391,691871,182598
H8f6o12cr,"转发理由:支持支持 伟强导演的新作  
原始用户: 刘伟强
转发内容: Hi hi  [组图共4张] 原图 ",无,2018-12-21 12:45,无,201006,233331,99903
H7Zf789cK,"转发理由:小猪哥的NO JOKE 真的不开玩笑  
原始用户: 羅志祥
转发内容: NO JOKE🏴#罗志祥NO JOKE##罗志祥不开玩笑##亚洲新歌榜##超级打歌月#  环球音乐华语部的秒拍视频  ",无,2018-12-19 20:22,无,203337,313218,123808
H6SqOuYLa,"转发理由:希望有更多的力量加入我们 关注公益回馈家乡#幸福美丽新湖南#//@青年湖南:#幸福美丽新湖南# 我们的大使张艺兴@努力努力再努力x 联合爱心品牌三星手机，共同发起“2019年音乐种子计划”。用几年时间，帮助有天赋的贫困孩子们实现音乐梦想，关注公益回馈家乡，为精准扶贫贡献青年力量。@共青团中央  
原始用户: 三星GALAXY盖乐世
转发内容: 在刚刚结束的三星A8s新品发布会上三星正式宣布了张艺兴“三星手机亚洲区品牌代言人”身份同时宣布三星携手张艺兴启动“2019年音乐种子计划”此计划旨在为了让贫困落后地区的孩子们能有接触音乐的机会，点燃音乐的梦想同时，长期的音乐人才培养及“反哺计划”保证了此公益项目的长期性和可持续性此计划会在张艺兴的家乡湖南率先落地，同步也得到了共青团湖南省委的高度认可和大力支持希望此项目可以为更多的孩子们提供实现梦想的机会@青年湖南 #幸福美丽新湖南##三星张艺兴音乐计划#              原图                     ",无,2018-12-12 13:12,无,159275,1000000,350646
H6zsZ4wU5,"转发理由:第一次拍胶片 是很寒冷但美妙的一天 一切相遇都是缘分 辛苦所有的工作人员 提前祝大家圣诞新年快乐  
原始用户: VOGUE服饰与美容
转发内容: #张艺兴就爱冠着你#  #张艺兴[超话]# @努力努力再努力x 携手超模Tatum Marchetti登上#VOGUE一月号# 新年特刊封面，随着新专辑#梦不落雨林[音乐]# 的发行， 艺兴也在美国“重新出道”，以“超级新人”身份走出舒适圈。在拍摄现场，阳光洒下来，他们也似乎被这光线所感染，露出暖暖的笑容。屋顶有白鸽偶尔飞过，摄影师手中的胶片相机在不停地闪动，一切都和谐而美好。[微风] 摄影：编号223 造型：金继平Charlie Chin         [组图共9张]      原图                     ",无,2018-12-10 12:55,无,231875,1000000,232904
H6r8C0Yqj,不好意思 最近在美国做音乐 没赶上看节目 嗯 今天看了些片断 这个推荐冯提莫 和 kk 张这组制作人 是我做的决定 导演组 没有逼我 对我来说一加一等于二 就能满足推荐的资格 大于二是我的期待 小于二就请你走开 节目组当然有自己的人数标准 而我也愿意遵守规则 所以 请给各位制作人 和 节目组工作人员 一些掌声 和支持与理解                                 ,无,2018-12-09 15:43,iPhone X,399261,527979,138684
H69QIitnH,"转发理由:转 支持一下  
原始用户: 张雪迎Sophie
转发内容: 那是2011年，我14岁，一名普校初中生。因为正处于生理发育期，总是害羞地驼着背，顶着一额头痘，穿着松垮的校服，在校园里啪嗒啪嗒地走，习惯性被淹没在人群中。我想，或许是当时的我和李玩太像，所以我才“变成”了李玩。  明天有点特别，从节气上来说，是大雪，也正是电影《狗十三》上映的日子。回过头来已经踩在2018的尾巴上，在与李玩暂别的7年间，也许是因为偏爱，闲暇时我的脑海中时不时会浮现出她那张低头笑着的脸，眼底却没有笑意。  成长总是这么让人“笑不出来”吗，又或者亦如人生。我们被要求磨去的“棱角”，真的是必不可留的吗？很多人说这是成长的必经之路，那我是否可以不选择这样的成长？我不想向成人世界妥协啊。  关于这部电影，每个人都有不同的解读。有人说，看完大哭了一场，李玩好歹有个平行宇宙可以幻想，而自己只有一地鸡毛的现实。如果你看完影片，被戳中不曾揭开的伤疤，那么对不起让你这么难过，想抱抱你。而如果你看完没有共鸣，那么恭喜你，你好幸运。感谢这部电影，让我们可以这般贴近彼此的心，我甚至想和你们在一块喝点小酒，彼此畅聊、宣泄一番。  作为演员，我想得到大家观影后的客观评价；作为芸芸众生中的一个，我还想听到大家与“成长”有关的故事。只要你愿意，都可以在这里和我说，我会看的。                     ",无,2018-12-07 19:42,无,192628,109401,32280
H5YLi3Exc,吃着麻婆豆腐的外卖 也想给我师父亲手做一碗 祝师父生日快乐  原图 ,无,2018-12-06 15:28,无,410298,1000000,227371
H5g6WfuKP,直播很卡吗 为什么  原图 ,无,2018-12-01 21:48,无,295967,1000000,269937
H56ws5SnK,"转发理由:从买磁带和CD 到音乐数字化的变革 改革开放40年 变化的何止是我和音乐 祝我们的祖国 我们的音乐 越来越好  
原始用户: 青年湖南
转发内容: #我家这40年# 今年是改革开放40周年，40年沧桑巨变，祖国和亿万家庭都收获了改革开放带来的翻天覆地的变化。你家有哪些关于改革开放的故事呢？快来和大使@努力努力再努力x 分享吧对啦，记得参加团团置顶微博的活动喔 青年湖南的秒拍视频  ",无,2018-11-30 21:23,无,185513,959163,204727
H4CbSfG0y,生日快乐 迅哥  原图 ,无,2018-11-27 16:10,无,548088,1000000,174437
H4j2CuLAI,制作好的音乐是我信念 和一群有趣的制作人一起共创多元化 国际范儿 接地气的M-Pop Mix Mandarin Pop 非常爽 [加油]今天 即刻电音在club发布 想抖腿 下周见  原图 ,无,2018-11-25 15:25,无,305470,1000000,234434
H4bMbwONJ,生日快乐 我的贝壳女孩  原图 ,无,2018-11-24 20:56,无,631755,1000000,208624
H3Q9x8pqy,今天是感恩节 这是个美好的节日 提醒我们感恩 先祝大家感恩节快乐感谢祖国母亲 祝她越来越好 愿国泰民安感谢所有我的家人 我的团队  粉丝朋友们感谢所有台前幕后的工作人员 感谢所有媒体朋友 感谢广告主们 我感恩 感谢现在我所拥有的一切 开心今天早上 我发现特别想感谢一个人 那就是我的助理弟弟 当我想出门的时候 “诶 哥你去哪？”“我陪你去吧！”“XX姐知道么？”“阿姨说………”而且房卡永远在他手里 我连下楼吃碗面的机会都没有 但还是开心和感恩 他对我无微不至的照顾 哈哈哈哈哈哈                                          感恩一点也不虚伪 懂得感恩的人最能从点滴中体会生活的美好                                 ,无,2018-11-22 13:53,无,444644,1000000,244495
H3HyP5kJB,团结就是力量 这力量是铁 这力量是钢 比铁还硬 比钢还强   ,无,2018-11-21 16:00,无,670019,1000000,265547
H38SZ8O0v,"转发理由:中国 一点都不能少 ！！！！！！！！！！！  
原始用户: 共青团中央
转发内容: 中国，一点都不能少！#我深深的爱着这个国家#  原图 ",无,2018-11-17 23:44,无,344445,624366,213147
H2RRZyBQL,真的凑不着 9张  整个手机翻了遍 这些自拍你们没看到过吧  虽然照片已经存了很久  [组图共7张] 原图 ,无,2018-11-16 04:25,无,681634,1000000,348459
H257dkSZ3,今年双十一就和优秀的抖腿哥哥们 一起点个燃辣的麻婆豆腐 大家剁手快乐  NAMANANA 想念红雷哥  [组图共6张] 原图 ,无,2018-11-11 00:17,无,387341,1000000,268957
H21bKFa9O,听着《梦不落雨林》，用着我为你挑选的@汰渍 三色洗衣球洗衣服，让洗衣时光也能幸福上瘾。你准备好了吗？快来get我的同款吧http://t.cn/EwxxGrb  原图 ,无,2018-11-10 14:18,无,183657,669402,135621
H1JXOABL6,"转发理由:哥 这题超纲了 我不敢打分咯  
原始用户: 演员王迅
转发内容: @努力努力再努力x 艺兴，哥尽力了 演员王迅的微博视频  ",无,2018-11-08 18:27,无,207700,167493,63629
H1y5RyayE,刚在美国出道 没人认识正常 不认识的争取拿音乐让你们认识 独乐乐不如众乐乐 榜单见不如舞台见 不相信中国人行的 可以滚远点  原图 ,无,2018-11-07 12:14,无,1342369,1000000,347112
H1i68r2M5,告诉大家一个小秘密，抛开那些复杂的程序，用手机淘宝搜索“张艺兴明星卡”，就能获得我和春夏给大家送出的#天猫双11理想之城#的#天猫双11#理想金。这个秋冬，大喊NAMANANA召唤@春夏品牌官方微博 ，给肌肤做个SPA，让自己沉浸在72小时的保湿“雨林”中吧！http://t.cn/Ew9HD3b  原图 ,无,2018-11-05 19:30,无,171528,417205,123224
H10vbrXtA,我是腾讯视频#即刻电音#主理人张艺兴。在这里电子音乐是表达自己的另一种方式！和我一起Rave now！@腾讯视频即刻电音  原图 ,无,2018-11-03 22:43,无,207027,1000000,202600
H0Wlu9wlO,大家的霸王龙抖腿舞都很厉害，有必要提前奉上特别奖励～淘宝搜#张艺兴梦不落雨林# 就能收到我为你准备的🦖霸王龙神秘红包。双11前的每天都可以给你带来不一样的惊喜～NAMANANA！  原图 ,无,2018-11-03 12:08,无,220029,299023,68846
H0HAdzsi5,11月2日8点-12点 ，搜索“张艺兴越努力越精彩”，就能领取我的专属红包，来@碧欧泉Biotherm pick水动力，让肌肤水润过冬，放松自在的namanana！【双11预售】碧欧泉男士水动力护肤品套装 洁面爽肤水保湿乳  原图 ,无,2018-11-01 22:33,无,133029,369920,95229
H0DGsbxWI,"转发理由:@黄磊微博 还有这里 请师傅发放 奖品 哈哈哈哈哈 //@努力努力再努力x：wow 亚洲舞王我的小猪哥！我觉得可以提前领奖了 奖品：转赠我师父的么么哒一枚  
原始用户: 羅志祥
转发内容: 听到我艺兴老弟的召唤 我也来挑战～霸王龙 抖腿舞 《梦不落雨林/NAMANANA》大家ㄧ起抖起来🕺@努力努力再努力x 羅志祥的微博视频  ",无,2018-11-01 12:37,无,135713,64287,21455
H0DFowya5,"转发理由:下面请欣赏 由两位导演 为我带来的巨制和 为红雷哥带来的diss另外 哥 你们知道这么厉害的阵容和作品 是一定会 获得我师父 颁发特别奖品的吗  
原始用户: 黄渤
转发内容: @努力努力再努力x 艺兴，@黄磊微博 和我的霸王龙抖腿舞黑夜掩盖不了的帅气，惊掉你们的下巴，抬起你们的双手，扶正@孙红雷 的审美 微博视频  ",无,2018-11-01 12:35,无,152352,186581,25479
GFIZ81LfR,来自东北三省的抖腿王 雨田哥哥的最终评价是…？努力努力xxxx的美拍  ,无,2018-10-26 18:45,无,233851,567279,148253
GFrNGtRQv,#霸王龙抖腿舞# 霸王龙抖腿舞 就是你在任何时候 任何地方 只要跳起来 就会很NAMANANA的舞蹈 跳的时候 要注意安全 微博视频 #霸王龙抖腿舞#  ,无,2018-10-24 23:00,微博视频,396795,1000000,199603
GFoQPAI8F,练习室版《NAMANANA》要一起跳抖腿舞不 努力努力xxxx的美拍  ,无,2018-10-24 15:30,无,273945,1000000,170856
GF5bBrFkK,和好Bro@Milka妙卡 合作那么久，我最喜欢上一刻的TA，和下一刻的TA，总是不一样，每天都能给我带来全新的感受！全新妙卡奥利奥草莓味和柠檬味巧克力上市啦！清新果味融进入口即化的妙卡巧克力和松脆的奥利奥饼干碎中，这令人心动的滋味，我想和你们一起拥有。传送门：http://t.cn/R0szLhc 快带上妙卡新口味，一起感受梦不落雨林NAMANANA! 努力努力xxxx的美拍                                 ,无,2018-10-22 13:26,无,182307,551194,113206
GEMnlAU99,敢于突破常规，敢于幻想未来，@MAC魅可 为妆容带来无限可能。这次#天猫双11全球潮流盛典#，猜猜我会带来哪一首新歌呢？今天晚上就和我一同进入M.A.C唇属梦境，放肆玩色，玩出精彩！想要视频同款限量潮酷粉金子弹头唇膏，今天就上@天猫，加入#双11来了#MAC玩妆战役！【10.20开启预售，抢先加购】MAC/魅可限量粉金子弹头口红小辣椒【10.20开启预售】MAC/魅可定制无瑕粉底液粉霜底妆持久控油努力努力xxxx的美拍                                 ,无,2018-10-20 13:33,无,203958,430318,81727
GEFMVrq5n,"转发理由:十年的陪伴#真的有故事#  
原始用户: CONVERSE中国
转发内容: #真的有故事#十年前，张艺兴@努力努力再努力x 买了第一双黑色高帮CHUCK TAYLOR, 他穿着它，独自在练舞房练舞。今天，全亚洲都认识了他，但和以前一样，张艺兴还是穿着CHUCK TAYLOR。“我的战靴，是回忆，是荣誉。” 这是张艺兴的CHUCK真故事，你的呢？GET同款[向右]http://t.cn/E7iO50w CONVERSE中国的秒拍视频                     ",无,2018-10-19 20:46,无,237608,203855,39966
GEDw8ASzA,请欣赏努力努力xxxx的美拍  ,无,2018-10-19 15:00,无,1001094,1000000,608895
GEBBcDizn,一紧张吧 就画了只羊 它的三弟叫namanana  原图 ,无,2018-10-19 10:07,无,508252,1000000,106367
